sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level
Canterbury Family Foundation,934491278,Houston,TX,B12,,https://projects.propublica.org/nonprofits/organizations/934491278,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Greehey Family Foundation,481308657,San Antonio,TX,T22,,https://projects.propublica.org/nonprofits/organizations/481308657,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Kozmetsky Family Foundation,472082155,Dallas,TX,T20,,https://projects.propublica.org/nonprofits/organizations/472082155,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Ksl Family Foundation,921081180,San Antonio,TX,T20,,https://projects.propublica.org/nonprofits/organizations/921081180,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Bright Family Foundation,921760586,Lewisville,TX,T20,,https://projects.propublica.org/nonprofits/organizations/921760586,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Whitacre Family Foundation,200184488,San Antonio,TX,T21,,https://projects.propublica.org/nonprofits/organizations/200184488,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Byers Family Foundation,880867120,Austin,TX,,,https://projects.propublica.org/nonprofits/organizations/880867120,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Marek Family Foundation,746108373,Houston,TX,,,https://projects.propublica.org/nonprofits/organizations/746108373,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Orr Family Foundation,473317225,Austin,TX,T22,,https://projects.propublica.org/nonprofits/organizations/473317225,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Lu Family Foundation,752953588,Plano,TX,T20,,https://projects.propublica.org/nonprofits/organizations/752953588,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Donovitz Family Foundation,992834508,Westlake,TX,T12,,https://projects.propublica.org/nonprofits/organizations/992834508,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Blevins Family Foundation,934343104,College Sta,TX,T20,,https://projects.propublica.org/nonprofits/organizations/934343104,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Aycock Family Foundation,331398716,Houston,TX,X20,,https://projects.propublica.org/nonprofits/organizations/331398716,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Markham Family Foundation,810847409,Westlake,TX,P12,,https://projects.propublica.org/nonprofits/organizations/810847409,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Budd Family Foundation,263836252,Dallas,TX,T22,,https://projects.propublica.org/nonprofits/organizations/263836252,family foundation,2025-10-17 17:59:08,,,,,,,,not_contacted,no,no,,,,high
Crossculture Community Foundation,842974290,Dallas,TX,X20,,https://projects.propublica.org/nonprofits/organizations/842974290,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Austin Community Foundation,741934031,Austin,TX,T310,,https://projects.propublica.org/nonprofits/organizations/741934031,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Navarro Community Foundation,750800663,Corsicana,TX,,,https://projects.propublica.org/nonprofits/organizations/750800663,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Community Focus Foundation,455599267,Sugar Land,TX,S20,,https://projects.propublica.org/nonprofits/organizations/455599267,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Community Testing Foundation,384228125,Spring Branch,TX,P20,,https://projects.propublica.org/nonprofits/organizations/384228125,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Graham Community Foundation,201480110,Graham,TX,B90,,https://projects.propublica.org/nonprofits/organizations/201480110,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Truscott Community Foundation,204853185,Truscott,TX,T30,,https://projects.propublica.org/nonprofits/organizations/204853185,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Eecu Community Foundation,833400460,Fort Worth,TX,T50,,https://projects.propublica.org/nonprofits/organizations/833400460,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Cuero Community Foundation,810791445,Cuero,TX,T31,,https://projects.propublica.org/nonprofits/organizations/810791445,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Eastland Community Foundation,201742507,Eastland,TX,C199,,https://projects.propublica.org/nonprofits/organizations/201742507,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Valverde Community Foundation,742097659,Del Rio,TX,,,https://projects.propublica.org/nonprofits/organizations/742097659,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Sealy Community Foundation,760626282,Sealy,TX,C50,,https://projects.propublica.org/nonprofits/organizations/760626282,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Bell Community Foundation,834508828,Temple,TX,P12,,https://projects.propublica.org/nonprofits/organizations/834508828,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Gracesprings Community Foundation,455554673,Houston,TX,P20,,https://projects.propublica.org/nonprofits/organizations/455554673,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Willpower Community Foundation,834334211,Dripping Spgs,TX,P20,,https://projects.propublica.org/nonprofits/organizations/834334211,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Trinity Community Foundation,474461806,Arlington,TX,N31,,https://projects.propublica.org/nonprofits/organizations/474461806,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Community Transformation Foundation,854211816,Georgetown,TX,T20,,https://projects.propublica.org/nonprofits/organizations/854211816,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Garwood Community Foundation,800579711,Garwood,TX,T31,,https://projects.propublica.org/nonprofits/organizations/800579711,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Lively Community Foundation,832923960,Houston,TX,T23,,https://projects.propublica.org/nonprofits/organizations/832923960,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Palacios Community Foundation,760590386,Blessing,TX,T20,,https://projects.propublica.org/nonprofits/organizations/760590386,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Baker Community Foundation,263919368,Fort Worth,TX,T22,,https://projects.propublica.org/nonprofits/organizations/263919368,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Bellaire Community Foundation,843154787,Bellaire,TX,T31,,https://projects.propublica.org/nonprofits/organizations/843154787,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Bellville Community Foundation,746087473,Bellville,TX,T30,,https://projects.propublica.org/nonprofits/organizations/746087473,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Community Acts Foundation,815364334,Victoria,TX,F60,,https://projects.propublica.org/nonprofits/organizations/815364334,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Community Energy Foundation,743046476,Tyler,TX,T22,,https://projects.propublica.org/nonprofits/organizations/743046476,community foundation,2025-10-17 17:59:09,,,,,,,,not_contacted,no,no,,,,high
Hreem Private Foundation,934786049,Sugar Land,TX,T31,,https://projects.propublica.org/nonprofits/organizations/934786049,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Copart Private Foundation,202676843,Dallas,TX,T21,,https://projects.propublica.org/nonprofits/organizations/202676843,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Burkhart Private Foundation,884342161,Fairfield,TX,T20,,https://projects.propublica.org/nonprofits/organizations/884342161,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Srivastava Private Foundation,995057843,Frisco,TX,T20,,https://projects.propublica.org/nonprofits/organizations/995057843,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Shah Private Foundation,263875444,Spring,TX,T12,,https://projects.propublica.org/nonprofits/organizations/263875444,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Kamdar Private Foundation,611583054,Houston,TX,T90,,https://projects.propublica.org/nonprofits/organizations/611583054,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Starfish Private Foundation,473930038,Fort Worth,TX,T22,,https://projects.propublica.org/nonprofits/organizations/473930038,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Caraway Private Foundation,854176168,Abilene,TX,T22,,https://projects.propublica.org/nonprofits/organizations/854176168,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Aundh Private Foundation,263937632,Houston,TX,Q33,,https://projects.propublica.org/nonprofits/organizations/263937632,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Kanchwala Private Foundation,461638049,Cypress,TX,T20,,https://projects.propublica.org/nonprofits/organizations/461638049,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Private Property Foundation,742706255,W Lake Hills,TX,R99,,https://projects.propublica.org/nonprofits/organizations/742706255,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Ps Private Foundation,934820889,Frisco,TX,B90,,https://projects.propublica.org/nonprofits/organizations/934820889,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Keast Private Foundation,884134662,Houston,TX,B90,,https://projects.propublica.org/nonprofits/organizations/884134662,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Private Education Foundation,994225005,Houston,TX,B82,,https://projects.propublica.org/nonprofits/organizations/994225005,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Srinitha Private Foundation,332955902,Frisco,TX,B99,,https://projects.propublica.org/nonprofits/organizations/332955902,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Liao Family Private Foundation,452572998,Houston,TX,T22,,https://projects.propublica.org/nonprofits/organizations/452572998,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Hemani Private Family Foundation,810881830,Irving,TX,T20,,https://projects.propublica.org/nonprofits/organizations/810881830,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Ohare Family Private Foundation,752802946,Austin,TX,T2,,https://projects.propublica.org/nonprofits/organizations/752802946,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Barfield Family Private Foundation,300142147,Hurst,TX,T22,,https://projects.propublica.org/nonprofits/organizations/300142147,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Daan Nonprofit Private Foundation,453204342,Sugarland,TX,T20,,https://projects.propublica.org/nonprofits/organizations/453204342,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Rajdeepa Family Private Foundation,854301304,Bellaire,TX,T22,,https://projects.propublica.org/nonprofits/organizations/854301304,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Boyd Morse Private Foundation,760605572,Houston,TX,T20,,https://projects.propublica.org/nonprofits/organizations/760605572,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Carden Family Private Foundation,364547925,Spring,TX,T20,,https://projects.propublica.org/nonprofits/organizations/364547925,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
George Hedgepeth Private Foundation,436202511,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/436202511,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Ibrahim Ganim Private Foundation,921325542,Houston,TX,B40,,https://projects.propublica.org/nonprofits/organizations/921325542,private foundation,2025-10-17 17:59:10,,,,,,,,not_contacted,no,no,,,,high
Corporate Landlord Foundation,934889595,Mckinney,TX,T50,,https://projects.propublica.org/nonprofits/organizations/934889595,corporate foundation,2025-10-17 17:59:11,,,,,,,,not_contacted,no,no,,,,high
Monsegue Bailey Foundation Corporate,853282202,Missouri City,TX,B05,,https://projects.propublica.org/nonprofits/organizations/853282202,corporate foundation,2025-10-17 17:59:11,,,,,,,,not_contacted,no,no,,,,high
Hhl Foundation A California Nonprofit Public Benefit Corporati,912168280,Austin,TX,T22,,https://projects.propublica.org/nonprofits/organizations/912168280,corporate foundation,2025-10-17 17:59:11,,,,,,,,not_contacted,no,no,,,,high
Shine Arts Foundation,863303561,Plano,TX,A25,,https://projects.propublica.org/nonprofits/organizations/863303561,arts,2025-10-17 17:59:12,,,,,,,,not_contacted,no,no,,,,high
Bwr Cultural Foundation,933382895,Leander,TX,W30,,https://projects.propublica.org/nonprofits/organizations/933382895,cultural,2025-10-17 17:59:14,,,,,,,,not_contacted,no,no,,,,high
Texas Cultural Foundation,923536134,San Antonio,TX,A23,,https://projects.propublica.org/nonprofits/organizations/923536134,cultural,2025-10-17 17:59:14,,,,,,,,not_contacted,no,no,,,,high
Cultural Horizons Foundation,821029786,Fort Worth,TX,B82,,https://projects.propublica.org/nonprofits/organizations/821029786,cultural,2025-10-17 17:59:14,,,,,,,,not_contacted,no,no,,,,high
Prelude Music Foundation,471645705,Houston,TX,A68,,https://projects.propublica.org/nonprofits/organizations/471645705,music,2025-10-17 17:59:15,,,,,,,,not_contacted,no,no,,,,high
Music Learning Foundation,752985743,Rockwall,TX,A25,,https://projects.propublica.org/nonprofits/organizations/752985743,music,2025-10-17 17:59:15,,,,,,,,not_contacted,no,no,,,,high
Pearland Foundation For The Performing And Visual Arts,471422834,Pearland,TX,A60,,https://projects.propublica.org/nonprofits/organizations/471422834,visual arts,2025-10-17 17:59:19,,,,,,,,not_contacted,no,no,,,,high
Literary Education & Arts Foundation,472490662,San Antonio,TX,A25,,https://projects.propublica.org/nonprofits/organizations/472490662,arts education,2025-10-17 17:59:20,,,,,,,,not_contacted,no,no,,,,high
Texas Art Education Foundation,814322669,Dallas,TX,A25,,https://projects.propublica.org/nonprofits/organizations/814322669,arts education,2025-10-17 17:59:20,,,,,,,,not_contacted,no,no,,,,high
Ballroom Cultural Arts Foundation,200126402,Marfa,TX,A40,,https://projects.propublica.org/nonprofits/organizations/200126402,cultural arts,2025-10-17 17:59:21,,,,,,,,not_contacted,no,no,,,,high
Sugar Land Cultural Arts Foundation,760614663,Sugar Land,TX,N20,,https://projects.propublica.org/nonprofits/organizations/760614663,cultural arts,2025-10-17 17:59:21,,,,,,,,not_contacted,no,no,,,,high
Cleburne Performing Arts Foundation,134335970,Cleburne,TX,A60,,https://projects.propublica.org/nonprofits/organizations/134335970,performing arts,2025-10-17 17:59:22,,,,,,,,not_contacted,no,no,,,,high
Usaa Educational Foundation,742411017,San Antonio,TX,B82,,https://projects.propublica.org/nonprofits/organizations/742411017,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Spring Educational Foundation,834095382,Spring,TX,B25,,https://projects.propublica.org/nonprofits/organizations/834095382,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Lead Educational Foundation,872489666,Lufkin,TX,B20,,https://projects.propublica.org/nonprofits/organizations/872489666,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Webster Educational Foundation,465374393,Livingston,TX,T20,,https://projects.propublica.org/nonprofits/organizations/465374393,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Noggin Educational Foundation,475193384,Grand Prairie,TX,B20,,https://projects.propublica.org/nonprofits/organizations/475193384,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Calallen Educational Foundation,264252668,Corp Christi,TX,B112,,https://projects.propublica.org/nonprofits/organizations/264252668,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Calmerton Educational Foundation,956015454,Dallas,TX,B00J,,https://projects.propublica.org/nonprofits/organizations/956015454,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Comanche Educational Foundation,473136704,Comanche,TX,T30,,https://projects.propublica.org/nonprofits/organizations/473136704,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Educational Advancement Foundation,237001761,Austin,TX,,,https://projects.propublica.org/nonprofits/organizations/237001761,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Bowie Educational Foundation,752115489,Bowie,TX,,,https://projects.propublica.org/nonprofits/organizations/752115489,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Vicktory Educational Foundation,262996191,Houston,TX,T20,,https://projects.propublica.org/nonprofits/organizations/262996191,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Fales Educational Trust,46044998,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/46044998,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Amblesideonline Educational Foundation,811503534,Addison,TX,B99,,https://projects.propublica.org/nonprofits/organizations/811503534,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Sojourner Educational Foundation,453262955,Snyder,TX,B82,,https://projects.propublica.org/nonprofits/organizations/453262955,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Smith Educational Fund,46033742,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/46033742,educational,2025-10-17 17:59:25,,,,,,,,not_contacted,no,no,,,,high
Irving Schools Foundation,752072755,Irving,TX,,,https://projects.propublica.org/nonprofits/organizations/752072755,schools,2025-10-17 17:59:27,,,,,,,,not_contacted,no,no,,,,high
Wayside Schools Foundation,815208844,Austin,TX,B12,,https://projects.propublica.org/nonprofits/organizations/815208844,schools,2025-10-17 17:59:27,,,,,,,,not_contacted,no,no,,,,high
College Station Parks Foundation,920980137,College Sta,TX,N32,,https://projects.propublica.org/nonprofits/organizations/920980137,college,2025-10-17 17:59:30,,,,,,,,not_contacted,no,no,,,,high
Galveston College Foundation,760512266,Galveston,TX,B82,,https://projects.propublica.org/nonprofits/organizations/760512266,college,2025-10-17 17:59:30,,,,,,,,not_contacted,no,no,,,,high
Auditory Learning Foundation,43652601,San Antonio,TX,G11,,https://projects.propublica.org/nonprofits/organizations/43652601,learning,2025-10-17 17:59:31,,,,,,,,not_contacted,no,no,,,,high
Stars Scholarship Fund,431977563,Mcallen,TX,B82,,https://projects.propublica.org/nonprofits/organizations/431977563,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Poncin Scholarship Fund,916069573,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/916069573,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Hendrick Scholarship Foundation,752376396,Plano,TX,B82,,https://projects.propublica.org/nonprofits/organizations/752376396,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Chairmans Scholarship Foundation,760321771,Houston,TX,,,https://projects.propublica.org/nonprofits/organizations/760321771,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Tsrhc Scholarship Fund,752106637,Dallas,TX,B82Z,,https://projects.propublica.org/nonprofits/organizations/752106637,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Roughrider Scholarship Foundation,752261125,Center,TX,,,https://projects.propublica.org/nonprofits/organizations/752261125,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Swapa Scholarship Fund,752831556,Dallas,TX,B84,,https://projects.propublica.org/nonprofits/organizations/752831556,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Landman Scholarship Trust,237122144,Fort Worth,TX,,,https://projects.propublica.org/nonprofits/organizations/237122144,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Worthings Scholarship Fund,741160916,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/741160916,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Eog Scholarship Fund,760479501,Houston,TX,B82,,https://projects.propublica.org/nonprofits/organizations/760479501,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Weslaco Scholarship Foundation,200232625,Weslaco,TX,B82,,https://projects.propublica.org/nonprofits/organizations/200232625,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
Urg Scholarship Foundation,472246255,Georgetown,TX,B82,,https://projects.propublica.org/nonprofits/organizations/472246255,scholarship,2025-10-17 17:59:32,,,,,,,,not_contacted,no,no,,,,high
International Student Foundation,208665417,Dallas,TX,B82,,https://projects.propublica.org/nonprofits/organizations/208665417,student,2025-10-17 17:59:33,,,,,,,,not_contacted,no,no,,,,high
Public Library Foundation,742577609,Seguin,TX,,,https://projects.propublica.org/nonprofits/organizations/742577609,public,2025-10-17 17:59:38,,,,,,,,not_contacted,no,no,,,,high
Epoch Public Foundation,680650661,Houston,TX,R60,,https://projects.propublica.org/nonprofits/organizations/680650661,public,2025-10-17 17:59:38,,,,,,,,not_contacted,no,no,,,,high
Ldf Nonprofit Foundation,463093399,Laredo,TX,S30,,https://projects.propublica.org/nonprofits/organizations/463093399,nonprofit,2025-10-17 17:59:39,,,,,,,,not_contacted,no,no,,,,high
Ameren Charitable Trust,436022693,Dallas,TX,B99Z,,https://projects.propublica.org/nonprofits/organizations/436022693,charitable,2025-10-17 17:59:42,,,,,,,,not_contacted,no,no,,,,high
Southport Charitable Trust,756095894,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/756095894,charitable,2025-10-17 17:59:42,,,,,,,,not_contacted,no,no,,,,high
Northaven Charitable Givingfoundation,260850444,Dallas,TX,S50,,https://projects.propublica.org/nonprofits/organizations/260850444,charitable,2025-10-17 17:59:42,,,,,,,,not_contacted,no,no,,,,high
Civet Philanthropy Foundation,842072153,League City,TX,E12,,https://projects.propublica.org/nonprofits/organizations/842072153,philanthropy,2025-10-17 17:59:43,,,,,,,,not_contacted,no,no,,,,high
Philanthropic Foundation,751518589,Dallas,TX,T70Z,,https://projects.propublica.org/nonprofits/organizations/751518589,philanthropy,2025-10-17 17:59:43,,,,,,,,not_contacted,no,no,,,,high
Philanthropy Foundation Of Texoma,871558998,Sherman,TX,T31,,https://projects.propublica.org/nonprofits/organizations/871558998,philanthropy,2025-10-17 17:59:43,,,,,,,,not_contacted,no,no,,,,high
Amarillo Business Foundation,752859752,Amarillo,TX,T22,,https://projects.propublica.org/nonprofits/organizations/752859752,business,2025-10-17 17:59:47,,,,,,,,not_contacted,no,no,,,,high
Girls Inc Foundation Inc,371491187,Dallas,TX,P30,,https://projects.propublica.org/nonprofits/organizations/371491187,inc,2025-10-17 17:59:49,,,,,,,,not_contacted,no,no,,,,high
Liftfund Inc,742712770,San Antonio,TX,S43,,https://projects.propublica.org/nonprofits/organizations/742712770,inc,2025-10-17 17:59:49,,,,,,,,not_contacted,no,no,,,,high
Beehivefund Corporation,383602558,Spring,TX,T99,,https://projects.propublica.org/nonprofits/organizations/383602558,corporation,2025-10-17 17:59:50,,,,,,,,not_contacted,no,no,,,,high
Irving Healthcare Foundation,751570933,Irving,TX,E22I,,https://projects.propublica.org/nonprofits/organizations/751570933,healthcare,2025-10-17 17:59:56,,,,,,,,not_contacted,no,no,,,,high
Tenet Healthcare Foundation,742873537,Dallas,TX,T90Z,,https://projects.propublica.org/nonprofits/organizations/742873537,healthcare,2025-10-17 17:59:56,,,,,,,,not_contacted,no,no,,,,high
Ogh Healthcare Foundation,831341228,Perryton,TX,E12,,https://projects.propublica.org/nonprofits/organizations/831341228,healthcare,2025-10-17 17:59:56,,,,,,,,not_contacted,no,no,,,,high
Medina Healthcare Fund,680561314,Hondo,TX,E112,,https://projects.propublica.org/nonprofits/organizations/680561314,healthcare,2025-10-17 17:59:56,,,,,,,,not_contacted,no,no,,,,high
Uvalde Healthcare Foundation,272933693,Uvalde,TX,E60,,https://projects.propublica.org/nonprofits/organizations/272933693,healthcare,2025-10-17 17:59:56,,,,,,,,not_contacted,no,no,,,,high
Georgetown Healthcare Foundation,742626552,Georgetown,TX,,,https://projects.propublica.org/nonprofits/organizations/742626552,healthcare,2025-10-17 17:59:56,,,,,,,,not_contacted,no,no,,,,high
Bayside Healthcare Foundation,205853573,Anahuac,TX,E60,,https://projects.propublica.org/nonprofits/organizations/205853573,healthcare,2025-10-17 17:59:56,,,,,,,,not_contacted,no,no,,,,high
Ems Healthcare Foundation,922847931,Spring,TX,B02,,https://projects.propublica.org/nonprofits/organizations/922847931,healthcare,2025-10-17 17:59:56,,,,,,,,not_contacted,no,no,,,,high
Southern Newspapers Inc Media Employeess Medical Plan Trust,760087045,Houston,TX,,,https://projects.propublica.org/nonprofits/organizations/760087045,medical,2025-10-17 17:59:58,,,,,,,,not_contacted,no,no,,,,high
Southwestern Medical Foundation,750945939,Dallas,TX,B110,,https://projects.propublica.org/nonprofits/organizations/750945939,medical,2025-10-17 17:59:58,,,,,,,,not_contacted,no,no,,,,high
Electrical Medical Trust,741621269,Houston,TX,,,https://projects.propublica.org/nonprofits/organizations/741621269,medical,2025-10-17 17:59:58,,,,,,,,not_contacted,no,no,,,,high
Medical Benevolence Foundation,626046138,Sugar Land,TX,Q300,,https://projects.propublica.org/nonprofits/organizations/626046138,medical,2025-10-17 17:59:58,,,,,,,,not_contacted,no,no,,,,high
Sunland Medical Foundation,431977757,Sachse,TX,E20,,https://projects.propublica.org/nonprofits/organizations/431977757,medical,2025-10-17 17:59:58,,,,,,,,not_contacted,no,no,,,,high
Susan G Komen Breast Cancer Foundation,752875179,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/752875179,new york,2025-10-17 18:00:07,,,,,,,,not_contacted,no,no,,,,high
Susan G Komen Breast Cancer Foundation,912049420,Dallas,TX,G320,,https://projects.propublica.org/nonprofits/organizations/912049420,new york,2025-10-17 18:00:07,,,,,,,,not_contacted,no,no,,,,high
National Mentoring Foundation,862113567,San Antonio,TX,B80,,https://projects.propublica.org/nonprofits/organizations/862113567,national,2025-10-17 18:00:09,,,,,,,,not_contacted,no,no,,,,high
National Piano Foundation,366129524,Dallas,TX,,,https://projects.propublica.org/nonprofits/organizations/366129524,national,2025-10-17 18:00:09,,,,,,,,not_contacted,no,no,,,,high
National Instruments Foundation,383667781,Austin,TX,T20,,https://projects.propublica.org/nonprofits/organizations/383667781,national,2025-10-17 18:00:09,,,,,,,,not_contacted,no,no,,,,high
Awareness Foundation,271564922,Englewood,FL,T20,,https://projects.propublica.org/nonprofits/organizations/271564922,foundation,2025-10-17 18:00:13,,,,,,,,not_contacted,no,no,,,,high
Hocag Foundation,863327293,Cape Coral,FL,,,https://projects.propublica.org/nonprofits/organizations/863327293,foundation,2025-10-17 18:00:13,,,,,,,,not_contacted,no,no,,,,high
Ohf Foundation,923658979,Tallahassee,FL,B90,,https://projects.propublica.org/nonprofits/organizations/923658979,foundation,2025-10-17 18:00:13,,,,,,,,not_contacted,no,no,,,,high
Cloverfields Foundation,201919362,Naples,FL,T22,,https://projects.propublica.org/nonprofits/organizations/201919362,foundation,2025-10-17 18:00:13,,,,,,,,not_contacted,no,no,,,,high
Kovner Foundation,223468030,Jupiter,FL,T22,,https://projects.propublica.org/nonprofits/organizations/223468030,foundation,2025-10-17 18:00:13,,,,,,,,not_contacted,no,no,,,,high
Brightside Foundation,934714500,Lantana,FL,T22,,https://projects.propublica.org/nonprofits/organizations/934714500,foundation,2025-10-17 18:00:13,,,,,,,,not_contacted,no,no,,,,high
