sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level
Napipa Foundation,821406941,San Jose,CA,B03,,https://projects.propublica.org/nonprofits/organizations/821406941,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Seaoc Foundation,680363273,Sacramento,CA,U42,,https://projects.propublica.org/nonprofits/organizations/680363273,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Transcend Foundation,271261375,Long Beach,CA,N60,,https://projects.propublica.org/nonprofits/organizations/271261375,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Prism Foundation,273951660,Oakland,CA,R112,,https://projects.propublica.org/nonprofits/organizations/273951660,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Ael Foundation,680370324,Los Altos,CA,T20Z,,https://projects.propublica.org/nonprofits/organizations/680370324,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Rozellestrong Foundation,474053945,Oakland,CA,H12,,https://projects.propublica.org/nonprofits/organizations/474053945,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Alyden Foundation,462274751,Riverside,CA,E80,,https://projects.propublica.org/nonprofits/organizations/462274751,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Firemouse Foundation,831156190,Menifee,CA,T50,,https://projects.propublica.org/nonprofits/organizations/831156190,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
G3 Foundation,463769137,Costa Mesa,CA,Q99,,https://projects.propublica.org/nonprofits/organizations/463769137,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Jgc Foundation,815073709,Burbank,CA,F20,,https://projects.propublica.org/nonprofits/organizations/815073709,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Parrot Foundation,273038305,Sacramento,CA,D20,,https://projects.propublica.org/nonprofits/organizations/273038305,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Torchbearers Foundation,593820836,Pls Vrds Pnsl,CA,B82,,https://projects.propublica.org/nonprofits/organizations/593820836,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Welsh Foundation,260365905,Moreno Valley,CA,T40,,https://projects.propublica.org/nonprofits/organizations/260365905,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Dream Foundation,921359756,Stockton,CA,F30,,https://projects.propublica.org/nonprofits/organizations/921359756,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Linqfoundation Foundation,335013224,Woodland Hills,CA,U99,,https://projects.propublica.org/nonprofits/organizations/335013224,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Krl Foundation,943387536,Los Altos,CA,T20,,https://projects.propublica.org/nonprofits/organizations/943387536,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Aff Foundation,611988533,Arcadia,CA,M24,,https://projects.propublica.org/nonprofits/organizations/611988533,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Itanner Foundation,462900841,Pacific Plsds,CA,G12,,https://projects.propublica.org/nonprofits/organizations/462900841,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Filrose Foundation,274185200,San Jose,CA,Q33,,https://projects.propublica.org/nonprofits/organizations/274185200,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Chg Foundation,330586911,Chula Vista,CA,E80,,https://projects.propublica.org/nonprofits/organizations/330586911,foundation,2025-10-17 17:57:55,,,,,,,,not_contacted,no,no,,,,high
Miracle Foundationsd,824929684,Spring Valley,CA,D99,,https://projects.propublica.org/nonprofits/organizations/824929684,foundations,2025-10-17 17:57:57,,,,,,,,not_contacted,no,no,,,,high
Solid Foundations,384135960,Goleta,CA,O50,,https://projects.propublica.org/nonprofits/organizations/384135960,foundations,2025-10-17 17:57:57,,,,,,,,not_contacted,no,no,,,,high
Formosa Foundations,332377871,Cupertino,CA,B12,,https://projects.propublica.org/nonprofits/organizations/332377871,foundations,2025-10-17 17:57:57,,,,,,,,not_contacted,no,no,,,,high
Sturdy Foundations,871838756,Compton,CA,L41,,https://projects.propublica.org/nonprofits/organizations/871838756,foundations,2025-10-17 17:57:57,,,,,,,,not_contacted,no,no,,,,high
Brt Charitable Foundation,842541048,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/842541048,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Shunpike Charitable Foundation,832004366,Rch Cucamonga,CA,E80,,https://projects.propublica.org/nonprofits/organizations/832004366,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Shekels Charitable Foundation,461614102,Los Angeles,CA,P99,,https://projects.propublica.org/nonprofits/organizations/461614102,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Ares Charitable Foundation,843666714,Los Angeles,CA,T12,,https://projects.propublica.org/nonprofits/organizations/843666714,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Kalmanovitz Charitable Foundation,946760317,Mill Valley,CA,T21,,https://projects.propublica.org/nonprofits/organizations/946760317,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Qualcomm Charitable Foundation,274621444,San Diego,CA,T21,,https://projects.propublica.org/nonprofits/organizations/274621444,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Groundswell Charitable Foundation,871530516,El Segundo,CA,T30,,https://projects.propublica.org/nonprofits/organizations/871530516,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Lu Charitable Foundation,372081596,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/372081596,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Douglas Charitable Foundation,956096827,Beverly Hills,CA,,,https://projects.propublica.org/nonprofits/organizations/956096827,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Wadhwani Charitable Foundation,770450893,Los Altos,CA,T30Z,,https://projects.propublica.org/nonprofits/organizations/770450893,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Esb Charitable Foundation,203759208,San Francisco,CA,T22,,https://projects.propublica.org/nonprofits/organizations/203759208,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Iherb Charitable Foundation,464349259,Irvine,CA,T21,,https://projects.propublica.org/nonprofits/organizations/464349259,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Beagle Charitable Foundation,770529181,Redwood City,CA,T22,,https://projects.propublica.org/nonprofits/organizations/770529181,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Hinz Charitable Foundation,853258539,Pasadena,CA,X21,,https://projects.propublica.org/nonprofits/organizations/853258539,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Carrington Charitable Foundation,272073758,Aliso Viejo,CA,T20,,https://projects.propublica.org/nonprofits/organizations/272073758,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Rhf Charitable Foundation,472747112,Long Beach,CA,L11,,https://projects.propublica.org/nonprofits/organizations/472747112,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Vardhamana Charitable Foundation,473397245,La Canada,CA,T20,,https://projects.propublica.org/nonprofits/organizations/473397245,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Cedar Charitable Foundation,452994986,Newport Beach,CA,B11,,https://projects.propublica.org/nonprofits/organizations/452994986,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Mustique Charitable Foundation,263084333,Los Angeles,CA,T30,,https://projects.propublica.org/nonprofits/organizations/263084333,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Flickr Charitable Foundation,883091608,San Francisco,CA,T31,,https://projects.propublica.org/nonprofits/organizations/883091608,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Armrod Charitable Foundation,680370503,Rocklin,CA,T20Z,,https://projects.propublica.org/nonprofits/organizations/680370503,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Woo Charitable Foundation,332210422,Rch Palos Vrd,CA,T20,,https://projects.propublica.org/nonprofits/organizations/332210422,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Monarch Charitable Foundation,330766046,Torrance,CA,T22Z,,https://projects.propublica.org/nonprofits/organizations/330766046,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Raidy Charitable Foundation,330826574,Monrovia,CA,T20Z,,https://projects.propublica.org/nonprofits/organizations/330826574,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Willette Charitable Foundation,462360622,Irvine,CA,T20,,https://projects.propublica.org/nonprofits/organizations/462360622,charitable foundation,2025-10-17 17:57:58,,,,,,,,not_contacted,no,no,,,,high
Argyros Family Foundation,953421867,Costa Mesa,CA,,,https://projects.propublica.org/nonprofits/organizations/953421867,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Sobrato Family Foundation,770348912,Mountain View,CA,,,https://projects.propublica.org/nonprofits/organizations/770348912,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Rosenthal Family Foundation,262982710,Los Angeles,CA,T20,,https://projects.propublica.org/nonprofits/organizations/262982710,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Koum Family Foundation,475446562,Palo Alto,CA,T20,,https://projects.propublica.org/nonprofits/organizations/475446562,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Baszucki Family Foundation,320660398,San Mateo,CA,T20,,https://projects.propublica.org/nonprofits/organizations/320660398,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Pichai Family Foundation,832405611,San Francisco,CA,T22,,https://projects.propublica.org/nonprofits/organizations/832405611,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Biswas Family Foundation,921348652,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/921348652,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Amin Family Foundation,853990823,Los Angeles,CA,T20,,https://projects.propublica.org/nonprofits/organizations/853990823,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Breyer Family Foundation,471114091,Palo Alto,CA,T20,,https://projects.propublica.org/nonprofits/organizations/471114091,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Bicket Family Foundation,921219558,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/921219558,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Lorber Family Foundation,611733138,Redwood City,CA,Z99,,https://projects.propublica.org/nonprofits/organizations/611733138,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
California Family Foundation,770053005,Menlo Park,CA,B24Z,,https://projects.propublica.org/nonprofits/organizations/770053005,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Bravo Family Foundation,823513069,San Francisco,CA,Q33,,https://projects.propublica.org/nonprofits/organizations/823513069,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Issa Family Foundation,330834068,Vista,CA,T22,,https://projects.propublica.org/nonprofits/organizations/330834068,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Molina Family Foundation,201479392,Rolling Hills,CA,V30,,https://projects.propublica.org/nonprofits/organizations/201479392,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Rodan Family Foundation,830761600,Orinda,CA,,,https://projects.propublica.org/nonprofits/organizations/830761600,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Mazursky Family Foundation,954509550,Los Angeles,CA,T99Z,,https://projects.propublica.org/nonprofits/organizations/954509550,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Simonian Family Foundation,882707665,Beverly Hills,CA,T20,,https://projects.propublica.org/nonprofits/organizations/882707665,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Hogan Family Foundation,364254944,Newbury Park,CA,T20,,https://projects.propublica.org/nonprofits/organizations/364254944,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Mangan Family Foundation,934677719,San Diego,CA,T50,,https://projects.propublica.org/nonprofits/organizations/934677719,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Kissick Family Foundation,954443453,Sherman Oaks,CA,,,https://projects.propublica.org/nonprofits/organizations/954443453,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Spaht Family Foundation,832183149,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/832183149,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Haque Family Foundation,472482967,Saratoga,CA,T20,,https://projects.propublica.org/nonprofits/organizations/472482967,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Crabill Family Foundation,832152945,San Francisco,CA,P20,,https://projects.propublica.org/nonprofits/organizations/832152945,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
Priem Family Foundation,943340371,Burlingame,CA,T22,,https://projects.propublica.org/nonprofits/organizations/943340371,family foundation,2025-10-17 17:57:59,,,,,,,,not_contacted,no,no,,,,high
California Community Foundation,953510055,Los Angeles,CA,T310,,https://projects.propublica.org/nonprofits/organizations/953510055,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Marin Community Foundation,943007979,Novato,CA,T310,,https://projects.propublica.org/nonprofits/organizations/943007979,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Brawley Community Foundation,770629281,Brawley,CA,S21,,https://projects.propublica.org/nonprofits/organizations/770629281,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Latino Community Foundation,810564400,San Francisco,CA,P11,,https://projects.propublica.org/nonprofits/organizations/810564400,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Pasadena Community Foundation,200253310,Pasadena,CA,T31,,https://projects.propublica.org/nonprofits/organizations/200253310,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
International Community Foundation,330457858,National City,CA,T31,,https://projects.propublica.org/nonprofits/organizations/330457858,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Desert Community Foundation,954725924,Palm Desert,CA,T31,,https://projects.propublica.org/nonprofits/organizations/954725924,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Stanislaus Community Foundation,680483054,Modesto,CA,T31,,https://projects.propublica.org/nonprofits/organizations/680483054,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Community Hospice Foundation,770562224,Modesto,CA,P11,,https://projects.propublica.org/nonprofits/organizations/770562224,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Richmond Community Foundation,943337754,Richmond,CA,T310,,https://projects.propublica.org/nonprofits/organizations/943337754,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Community College Foundation,680016439,Sacramento,CA,B114,,https://projects.propublica.org/nonprofits/organizations/680016439,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Kern Community Foundation,770555874,Bakersfield,CA,T31,,https://projects.propublica.org/nonprofits/organizations/770555874,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Placer Community Foundation,201485011,Auburn,CA,T31,,https://projects.propublica.org/nonprofits/organizations/201485011,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Anaheim Community Foundation,330033023,Anahiem,CA,T31Z,,https://projects.propublica.org/nonprofits/organizations/330033023,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Solano Community Foundation,680354961,Fairfield,CA,T31,,https://projects.propublica.org/nonprofits/organizations/680354961,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Preserve Community Foundation,264732039,Carmel,CA,B82,,https://projects.propublica.org/nonprofits/organizations/264732039,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Telosa Community Foundation,874419122,Santa Rosa,CA,V34,,https://projects.propublica.org/nonprofits/organizations/874419122,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Community Roots Foundation,462630292,Laguna Niguel,CA,B11,,https://projects.propublica.org/nonprofits/organizations/462630292,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Savusavu Community Foundation,201038213,Villa Park,CA,T31,,https://projects.propublica.org/nonprofits/organizations/201038213,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Redlands Community Foundation,912143250,Redlands,CA,B11,,https://projects.propublica.org/nonprofits/organizations/912143250,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Kinecta Community Foundation,954715293,Manhattan Bch,CA,T31,,https://projects.propublica.org/nonprofits/organizations/954715293,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Crockett Community Foundation,680348673,Crockett,CA,T31,,https://projects.propublica.org/nonprofits/organizations/680348673,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Coronado Community Foundation,852982760,Coronado,CA,T31,,https://projects.propublica.org/nonprofits/organizations/852982760,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Open Community Foundation,873982059,San Francisco,CA,W99,,https://projects.propublica.org/nonprofits/organizations/873982059,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Columbia Community Foundation,821220459,San Diego,CA,S22,,https://projects.propublica.org/nonprofits/organizations/821220459,community foundation,2025-10-17 17:58:00,,,,,,,,not_contacted,no,no,,,,high
Private Foundation,943303674,San Francisco,CA,T20,,https://projects.propublica.org/nonprofits/organizations/943303674,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Everlasting Private Foundation,770425562,Cupertino,CA,X20Z,,https://projects.propublica.org/nonprofits/organizations/770425562,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Kmjm Private Foundation,871519012,Fremont,CA,T22,,https://projects.propublica.org/nonprofits/organizations/871519012,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Private Redemption Foundation,542195251,Los Angeles,CA,X30,,https://projects.propublica.org/nonprofits/organizations/542195251,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Klokkevold Private Foundation,932701122,Sacramento,CA,P20,,https://projects.propublica.org/nonprofits/organizations/932701122,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Olesen Private Foundation,455461459,San Jose,CA,T22,,https://projects.propublica.org/nonprofits/organizations/455461459,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Henry Private Foundation,475578143,Encinitas,CA,T22,,https://projects.propublica.org/nonprofits/organizations/475578143,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Birchfield Private Foundation,932220018,Bakersfield,CA,L01,,https://projects.propublica.org/nonprofits/organizations/932220018,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Lombardy Private Foundation,884320905,Temple City,CA,X20,,https://projects.propublica.org/nonprofits/organizations/884320905,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Oar Private Foundation,861834686,Irvine,CA,X99,,https://projects.propublica.org/nonprofits/organizations/861834686,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Pen Private Foundation,621528968,Los Angeles,CA,,,https://projects.propublica.org/nonprofits/organizations/621528968,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Cornerstone Private Foundation,921987060,Irvine,CA,T22,,https://projects.propublica.org/nonprofits/organizations/921987060,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Noah Private Foundation,900781709,Cupertino,CA,T20,,https://projects.propublica.org/nonprofits/organizations/900781709,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Orbys Private Foundation,861294008,Gilroy,CA,T20,,https://projects.propublica.org/nonprofits/organizations/861294008,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Lighthouse Private Foundation,846446282,Antelope,CA,T50,,https://projects.propublica.org/nonprofits/organizations/846446282,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Williams Family Private Foundation,272203213,Palo Alto,CA,T20,,https://projects.propublica.org/nonprofits/organizations/272203213,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Mary Pickford Private Foundation,811171385,Murrieta,CA,T20,,https://projects.propublica.org/nonprofits/organizations/811171385,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Louma G Private Foundation,814820581,Los Angeles,CA,H12,,https://projects.propublica.org/nonprofits/organizations/814820581,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Dca Chen Private Foundation,473084353,Pasadena,CA,E70,,https://projects.propublica.org/nonprofits/organizations/473084353,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Van Auken Private Foundation,262931752,Danville,CA,T22,,https://projects.propublica.org/nonprofits/organizations/262931752,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Golden Baobab Private Foundation,842540387,San Jose,CA,T20,,https://projects.propublica.org/nonprofits/organizations/842540387,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Cherith Christian Private Foundation,954222174,Palo Alto,CA,,,https://projects.propublica.org/nonprofits/organizations/954222174,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Chius Family Private Foundation,831154050,Norwalk,CA,P20,,https://projects.propublica.org/nonprofits/organizations/831154050,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Helpful Fish Private Foundation,872272719,Santa Ana,CA,T22,,https://projects.propublica.org/nonprofits/organizations/872272719,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Weaver Family Private Foundation,371423304,Laguna Beach,CA,T22,,https://projects.propublica.org/nonprofits/organizations/371423304,private foundation,2025-10-17 17:58:02,,,,,,,,not_contacted,no,no,,,,high
Corporate Financial Foundation,923244396,Carmel By The,CA,P20,,https://projects.propublica.org/nonprofits/organizations/923244396,corporate foundation,2025-10-17 17:58:03,,,,,,,,not_contacted,no,no,,,,high
Thibault Foundation A California Nonprofit Public Benefit Corporati,943347294,Redwood City,CA,T20,,https://projects.propublica.org/nonprofits/organizations/943347294,corporate foundation,2025-10-17 17:58:03,,,,,,,,not_contacted,no,no,,,,high
The Herman Foundation A California Nonprofit Public Benefit Corporati,352376324,Los Angeles,CA,T22,,https://projects.propublica.org/nonprofits/organizations/352376324,corporate foundation,2025-10-17 17:58:03,,,,,,,,not_contacted,no,no,,,,high
Chiou Yuh Lee Foundation A California Public Benefit Corporat,843399642,Huntingtn Bch,CA,B82,,https://projects.propublica.org/nonprofits/organizations/843399642,corporate foundation,2025-10-17 17:58:03,,,,,,,,not_contacted,no,no,,,,high
R C Baker Foundation A California Nonprofit Public Benefit Corporati,453850225,Encinitas,CA,T20,,https://projects.propublica.org/nonprofits/organizations/453850225,corporate foundation,2025-10-17 17:58:03,,,,,,,,not_contacted,no,no,,,,high
Inside Circle Foundation A California Public Benefit Corpora,680448494,Carmichael,CA,I40,,https://projects.propublica.org/nonprofits/organizations/680448494,corporate foundation,2025-10-17 17:58:03,,,,,,,,not_contacted,no,no,,,,high
Moonlight Cultural Foundation,237359530,Vista,CA,A650,,https://projects.propublica.org/nonprofits/organizations/237359530,cultural,2025-10-17 17:58:05,,,,,,,,not_contacted,no,no,,,,high
Armenian Cultural Foundation,930660517,Montrose,CA,A230,,https://projects.propublica.org/nonprofits/organizations/930660517,cultural,2025-10-17 17:58:05,,,,,,,,not_contacted,no,no,,,,high
Music Center Foundation,237298290,Los Angeles,CA,A120,,https://projects.propublica.org/nonprofits/organizations/237298290,music,2025-10-17 17:58:06,,,,,,,,not_contacted,no,no,,,,high
Stanford Theater Foundation,770197543,Los Altos,CA,,,https://projects.propublica.org/nonprofits/organizations/770197543,theater,2025-10-17 17:58:08,,,,,,,,not_contacted,no,no,,,,high
Fox Theater Foundation,770306813,Bakersfield,CA,Z99Z,,https://projects.propublica.org/nonprofits/organizations/770306813,theater,2025-10-17 17:58:08,,,,,,,,not_contacted,no,no,,,,high
Park Theater Trust,843216944,Lafayette,CA,A65,,https://projects.propublica.org/nonprofits/organizations/843216944,theater,2025-10-17 17:58:08,,,,,,,,not_contacted,no,no,,,,high
Dance Fund,203900047,N Hollywood,CA,A600,,https://projects.propublica.org/nonprofits/organizations/203900047,dance,2025-10-17 17:58:09,,,,,,,,not_contacted,no,no,,,,high
Academy Of Visual And Performing Arts Foundation,203270837,Culver City,CA,A25,,https://projects.propublica.org/nonprofits/organizations/203270837,visual arts,2025-10-17 17:58:10,,,,,,,,not_contacted,no,no,,,,high
Fletcher Benton Foundation For The Visual Arts,853783802,San Francisco,CA,A20,,https://projects.propublica.org/nonprofits/organizations/853783802,visual arts,2025-10-17 17:58:10,,,,,,,,not_contacted,no,no,,,,high
Burbank Arts Education Foundation,205128863,Burbank,CA,B122,,https://projects.propublica.org/nonprofits/organizations/205128863,arts education,2025-10-17 17:58:11,,,,,,,,not_contacted,no,no,,,,high
Legacy Education & Arts Foundation,990924945,San Pedro,CA,A25,,https://projects.propublica.org/nonprofits/organizations/990924945,arts education,2025-10-17 17:58:11,,,,,,,,not_contacted,no,no,,,,high
Natomas Arts And Education Foundation,680475414,Sacramento,CA,B112,,https://projects.propublica.org/nonprofits/organizations/680475414,arts education,2025-10-17 17:58:11,,,,,,,,not_contacted,no,no,,,,high
Foundation For Promoting Arts Education,680590047,Redding,CA,B112,,https://projects.propublica.org/nonprofits/organizations/680590047,arts education,2025-10-17 17:58:11,,,,,,,,not_contacted,no,no,,,,high
Emerson Arts And Education Foundation,263286259,Los Angeles,CA,A20,,https://projects.propublica.org/nonprofits/organizations/263286259,arts education,2025-10-17 17:58:11,,,,,,,,not_contacted,no,no,,,,high
East Whittier Arts Education Foundation,272105790,Whittier,CA,A12,,https://projects.propublica.org/nonprofits/organizations/272105790,arts education,2025-10-17 17:58:11,,,,,,,,not_contacted,no,no,,,,high
Global Variety Arts Education Foundation,933984683,Newport Beach,CA,B12,,https://projects.propublica.org/nonprofits/organizations/933984683,arts education,2025-10-17 17:58:11,,,,,,,,not_contacted,no,no,,,,high
Cultural Arts Rotary Foundation,770467599,Fresno,CA,P58,,https://projects.propublica.org/nonprofits/organizations/770467599,cultural arts,2025-10-17 17:58:12,,,,,,,,not_contacted,no,no,,,,high
